,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
40,40,6338 N Le Mai Ave,1426.0,3.0,3.0,"Chicago, IL 60646","['09/04/2018', '07/25/2018', '11/20/2012', '09/06/2012', '07/10/2012', '04/24/2012', '11/16/2011', '07/24/2011', '05/31/2011', '04/27/2011', '03/25/2011', '09/25/2008']",2.0,"['Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold']","['3 Bedrooms', '3 Bathrooms', 'Single-Family Home', '1,426 Square Feet', 'Lot Size: 4125 sqft']",10/05/2018,4125.0,sqft,&lpar;Edgebrook&rpar;,"['Single-Family Home', '3 Beds', '3 Baths', 'Built in 1938', '72 days on Trulia', '4125 sqft lot size', '1,426 sqft', '$351/sqft', '218 views']",500000.0,"[['2008-09-25 00:00:00', 405000, 'Sold'], ['2011-03-25 00:00:00', 588800, 'Listed for sale'], ['2011-04-27 00:00:00', 568800, 'Price change'], ['2011-05-31 00:00:00', 549900, 'Price change'], ['2011-07-24 00:00:00', 529900, 'Price change'], ['2011-11-16 00:00:00', 529900, 'Posting removed'], ['2012-04-24 00:00:00', 499000, 'Listed for sale'], ['2012-07-10 00:00:00', 489900, 'Price change'], ['2012-09-06 00:00:00', 489900, 'Posting removed'], ['2012-11-20 00:00:00', 470000, 'Sold'], ['2018-07-25 00:00:00', 540000, 'Listed for sale'], ['2018-09-04 00:00:00', 525000, 'Price change']]",351.0,"['$525,000', '$540,000', '$470,000', '$489,900', '$489,900', '$499,000', '$529,900', '$529,900', '$549,900', '$568,800', '$588,800', '$405,000']","['4 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,426 Square Feet', 'Lot Size: 4,125 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6338-n-le-mai-ave-chicago-il-60646--1042090,218.0,1938.0,60646.0,78555,98143.0,27177,40,"['0.8 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['19.3 km'],"['11 mins', '7 mins', '4 mins', '26 mins', '1 min']",['53 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[41.9964644],[-87.7572177]
41,41,6508 N Hiawatha Ave,1712.0,2.0,3.0,"Chicago, IL 60646","['09/05/2018', '07/12/2018', '06/29/1999']",5.0,"['Price change', 'Listed for sale', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,712 Square Feet', 'Lot Size: 4961 sqft']",09/05/2018,4961.0,sqft,&lpar;Edgebrook&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1946', '85 days on Trulia', '4961 sqft lot size', '1,712 sqft', '$274/sqft', '415 views']",469000.0,"[['1999-06-29 00:00:00', 340000, 'Sold'], ['2018-07-12 00:00:00', 489900, 'Listed for sale'], ['2018-09-05 00:00:00', 469000, 'Price change']]",274.0,"['$469,000', '$489,900', '$340,000']","['4 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,712 Square Feet', 'Lot Size: 4,960 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6508-n-hiawatha-ave-chicago-il-60646--2104539387,415.0,1946.0,60646.0,78555,98143.0,27177,41,"['0.5 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['19.0 km'],"['7 mins', '7 mins', '4 mins', '26 mins', '1 min']",['49 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[41.9990683],[-87.76134449999999]
42,42,6011 N Marmora Ave,1074.0,1.0,2.0,"Chicago, IL 60646","['09/14/2018', '02/27/2018', '10/30/2017', '10/02/2017', '09/30/2017']",1.0,"['Listed for sale', 'Posting removed', 'Sold', 'Pending', 'Listed for sale']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,074 Square Feet', 'Lot Size: 3750 sqft']",10/02/2018,3750.0,sqft,&lpar;Jefferson Park&rpar;,"['Single-Family Home', '2 Beds', '1 Bath', 'Built in 1930', '21 days on Trulia', '3750 sqft lot size', '1,074 sqft', '$298/sqft', '55 views']",319900.0,"[['2017-09-30 00:00:00', 229900, 'Listed for sale'], ['2017-10-02 00:00:00', 229900, 'Pending'], ['2017-10-30 00:00:00', 230000, 'Sold'], ['2018-02-27 00:00:00', 229900, 'Posting removed'], ['2018-09-14 00:00:00', 339900, 'Listed for sale']]",298.0,"['$339,900', '$229,900', '$230,000', '$229,900', '$229,900']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,074 Square Feet', 'Lot Size: 3,750 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6011-n-marmora-ave-chicago-il-60646--2104535587,55.0,1930.0,60646.0,78555,98143.0,27177,42,"['0.5 km', '2.6 km', '31 m', '15.3 km', '0.1 km']",['18.5 km'],"['7 mins', '6 mins', '1 min', '28 mins', '1 min']",['47 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.9905889],[-87.7753839]
43,43,6632 N Hiawatha Ave,3480.0,3.0,5.0,"Chicago, IL 60646","['08/02/2018', '07/13/2018']",4.0,"['Price change', 'Listed for sale']","['5 Bedrooms', '3 Bathrooms', 'Single-Family Home', '3,480 Square Feet', 'Lot Size: 7078 sqft']",09/27/2018,7078.0,sqft,&lpar;Edgebrook&rpar;,"['Single-Family Home', '5 Beds', '3 Baths', 'Built in 1924', '84 days on Trulia', '7078 sqft lot size', '3,480 sqft', '$215/sqft', '149 views']",749000.0,"[['2018-07-13 00:00:00', 799000, 'Listed for sale'], ['2018-08-02 00:00:00', 769000, 'Price change']]",215.0,"['$769,000', '$799,000']","['5 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,993 Square Feet', 'Lot Size: 7,080 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6632-n-hiawatha-ave-chicago-il-60646--2104539671,149.0,1924.0,60646.0,78555,98143.0,27177,43,"['0.4 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['18.8 km'],"['4 mins', '7 mins', '4 mins', '26 mins', '1 min']",['47 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[42.00133040000001],[-87.7661978]
44,44,6880 N Wildwood Ave,1.0,3.0,4.0,"Chicago, IL 60646","['09/14/2018', '08/23/2018', '08/10/2018', '07/19/2018', '03/01/2017', '01/23/2017', '12/12/2016', '12/12/2016', '12/09/2016', '11/29/2016', '11/17/2016', '09/06/2013', '05/20/2013']",8.0,"['Price change', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Listed for sale']","['4 Bedrooms', '3 Bathrooms', 'Single-Family Home', '1 Square Feet', 'Lot Size: 6838 sqft']",09/17/2018,6838.0,sqft,&lpar;Wildwood&rpar;,"['Single-Family Home', '4 Beds', '3 Baths', 'Built in 1945', '78 days on Trulia', '6838 sqft lot size', '1 sqft', '$739,900/sqft', '380 views']",739900.0,"[['2013-05-20 00:00:00', 699900, 'Listed for sale'], ['2013-09-06 00:00:00', 699900, 'Posting removed'], ['2016-11-17 00:00:00', 775000, 'Listed for sale'], ['2016-11-29 00:00:00', 769000, 'Price change'], ['2016-12-09 00:00:00', 759000, 'Price change'], ['2016-12-12 00:00:00', 749900, 'Price change'], ['2016-12-12 00:00:00', 749000, 'Price change'], ['2017-01-23 00:00:00', 739000, 'Price change'], ['2017-03-01 00:00:00', 739000, 'Posting removed'], ['2018-07-19 00:00:00', 769000, 'Listed for sale'], ['2018-08-10 00:00:00', 759000, 'Price change'], ['2018-08-23 00:00:00', 749000, 'Price change'], ['2018-09-14 00:00:00', 739900, 'Price change']]",739900.0,"['$739,900', '$749,000', '$759,000', '$769,000', '$739,000', '$739,000', '$749,900', '$749,000', '$759,000', '$769,000', '$775,000', '$699,900', '$699,900']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,854 Square Feet', 'Lot Size: 6,840 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6880-n-wildwood-ave-chicago-il-60646--2104540445,380.0,1945.0,60646.0,78555,98143.0,27177,44,"['1.4 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['19.8 km'],"['17 mins', '7 mins', '4 mins', '26 mins', '1 min']",['59 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[42.0063217],[-87.77415959999999]
45,45,5723 N Markham Ave,1618.0,2.0,3.0,"Chicago, IL 60646","['08/24/2018', '08/20/2018', '08/11/2018', '09/20/2010', '06/18/2010', '06/07/2010', '05/06/2010', '04/04/2010', '03/19/2010', '11/16/2008', '11/07/2008', '10/14/2008', '06/03/2007', '04/06/2007']",5.0,"['Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Sold', 'Sold', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Listed for sale', 'Posting removed', 'Listed for sale']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,618 Square Feet', 'Lot Size: 3571 sqft']",09/24/2018,3571.0,sqft,&lpar;Jefferson Park&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1925', '55 days on Trulia', '3571 sqft lot size', '1,618 sqft', '$229/sqft', '137 views']",370000.0,"[['2007-04-06 00:00:00', 399000, 'Listed for sale'], ['2007-06-03 00:00:00', 399000, 'Posting removed'], ['2008-10-14 00:00:00', 309000, 'Listed for sale'], ['2008-11-07 00:00:00', 279000, 'Price change'], ['2008-11-16 00:00:00', 279000, 'Posting removed'], ['2010-03-19 00:00:00', 199900, 'Listed for sale'], ['2010-04-04 00:00:00', 199000, 'Price change'], ['2010-05-06 00:00:00', 199900, 'Price change'], ['2010-06-07 00:00:00', 199900, 'Sold'], ['2010-06-18 00:00:00', 200000, 'Sold'], ['2010-09-20 00:00:00', 199900, 'Posting removed'], ['2018-08-11 00:00:00', 430000, 'Listed for sale'], ['2018-08-20 00:00:00', 415000, 'Price change'], ['2018-08-24 00:00:00', 384500, 'Price change']]",229.0,"['$384,500', '$415,000', '$430,000', '$199,900', '$200,000', '$199,900', '$199,900', '$199,000', '$199,900', '$279,000', '$279,000', '$309,000', '$399,000', '$399,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,096 Square Feet', 'Lot Size: 3,570 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5723-n-markham-ave-chicago-il-60646--1018699934,137.0,1925.0,60646.0,78555,98143.0,27177,45,"['0.2 km', '2.1 km', '31 m', '15.3 km', '0.1 km']",['17.7 km'],"['3 mins', '5 mins', '1 min', '28 mins', '1 min']",['41 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.985713],[-87.7759311]
46,46,6036 N Landers Ave,1500.0,2.0,3.0,"Chicago, IL 60646","['09/05/2018', '08/27/2018', '08/19/2018', '07/10/2018', '04/20/1998']",7.0,"['Pending to active status', 'Pending', 'Price change', 'Listed for sale', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,500 Square Feet', 'Lot Size: 5000 sqft']",08/19/2018,5000.0,sqft,&lpar;Edgebrook&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1951', '87 days on Trulia', '5000 sqft lot size', '1,500 sqft', '$266/sqft', '577 views']",399000.0,"[['1998-04-20 00:00:00', 215000, 'Sold'], ['2018-07-10 00:00:00', 429000, 'Listed for sale'], ['2018-08-19 00:00:00', 399000, 'Price change'], ['2018-08-27 00:00:00', 399000, 'Pending'], ['2018-09-05 00:00:00', 399000, 'Pending to active status']]",266.0,"['$399,000', '$399,000', '$399,000', '$429,000', '$215,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,456 Square Feet', 'Lot Size: 5,000 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6036-n-landers-ave-chicago-il-60646--2104535855,577.0,1951.0,60646.0,78555,98143.0,27177,46,"['1.4 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['19.9 km'],"['18 mins', '7 mins', '4 mins', '26 mins', '1 min']",['1 hour 1 min'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[41.9919658],[-87.7523691]
47,47,5824 N Marmora Ave,2900.0,3.0,4.0,"Chicago, IL 60646","['09/05/2018', '09/05/2018', '06/01/2018', '05/10/2018', '04/13/2017', '01/17/2017', '07/14/2016', '05/03/2016', '02/03/2016', '08/02/2015']",9.0,"['Price change', 'Posting removed', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Listed for sale']","['4 Bedrooms', '3 Bathrooms', 'Single-Family Home', '2,900 Square Feet', 'Lot Size: 3600 sqft']",09/05/2018,3600.0,sqft,&lpar;Jefferson Park&rpar;,"['Single-Family Home', '4 Beds', '3 Baths', 'Built in 1924', '149 days on Trulia', '3600 sqft lot size', '2,900 sqft', '$151/sqft', '343 views']",439000.0,"[['2015-08-02 00:00:00', 459000, 'Listed for sale'], ['2016-02-03 00:00:00', 458900, 'Price change'], ['2016-05-03 00:00:00', 458900, 'Posting removed'], ['2016-07-14 00:00:00', 449000, 'Listed for sale'], ['2017-01-17 00:00:00', 459900, 'Price change'], ['2017-04-13 00:00:00', 459900, 'Posting removed'], ['2018-05-10 00:00:00', 479000, 'Listed for sale'], ['2018-06-01 00:00:00', 449000, 'Price change'], ['2018-09-05 00:00:00', 439000, 'Price change'], ['2018-09-05 00:00:00', 449000, 'Posting removed']]",151.0,"['$439,000', '$449,000', '$449,000', '$479,000', '$459,900', '$459,900', '$449,000', '$458,900', '$458,900', '$459,000']","['4 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,759 Square Feet', 'Lot Size: 3,600 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5824-n-marmora-ave-chicago-il-60646--1255257,343.0,1924.0,60646.0,78555,98143.0,27177,47,"['0.5 km', '1.8 km', '31 m', '15.3 km', '0.1 km']",['17.7 km'],"['7 mins', '4 mins', '1 min', '28 mins', '1 min']",['45 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.9868053],[-87.7743031]
48,48,6307 N Melvina Ave,2500.0,3.0,5.0,"Chicago, IL 60646","['09/13/2018', '07/19/2018', '07/11/2018', '06/21/2018', '05/11/2018', '03/09/2017', '03/06/2017', '02/01/2017', '01/25/2017', '01/17/2017', '11/21/2016', '11/10/2016', '10/20/2016', '10/18/2016', '08/22/2016', '08/09/2016', '07/18/2016', '07/24/2015', '07/16/2015', '07/02/2015', '04/28/2015', '03/28/2015', '03/07/2015']",8.0,"['Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Pending to active status', 'Pending', 'Price change', 'Price change', 'Price change', 'Posting removed', 'Pending', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale']","['5 Bedrooms', '3 Bathrooms', 'Single-Family Home', '2,500 Square Feet']",09/13/2018,,,&lpar;Norwood Park East&rpar;,"['Single-Family Home', '5 Beds', '3 Baths', 'Built in 1930', '148 days on Trulia', '2,500 sqft', '$160/sqft', '710 views']",400000.0,"[['2015-03-07 00:00:00', 359000, 'Listed for sale'], ['2015-03-28 00:00:00', 349000, 'Price change'], ['2015-04-28 00:00:00', 339000, 'Price change'], ['2015-07-02 00:00:00', 329900, 'Price change'], ['2015-07-16 00:00:00', 315000, 'Price change'], ['2015-07-24 00:00:00', 315000, 'Posting removed'], ['2016-07-18 00:00:00', 329600, 'Listed for sale'], ['2016-08-09 00:00:00', 327500, 'Price change'], ['2016-08-22 00:00:00', 327500, 'Pending'], ['2016-10-18 00:00:00', 327500, 'Posting removed'], ['2016-10-20 00:00:00', 319900, 'Price change'], ['2016-11-10 00:00:00', 317000, 'Price change'], ['2016-11-21 00:00:00', 309000, 'Price change'], ['2017-01-17 00:00:00', 309000, 'Pending'], ['2017-01-25 00:00:00', 309000, 'Pending to active status'], ['2017-02-01 00:00:00', 309000, 'Pending'], ['2017-03-06 00:00:00', 309000, 'Posting removed'], ['2017-03-09 00:00:00', 285000, 'Sold'], ['2018-05-11 00:00:00', 475000, 'Listed for sale'], ['2018-06-21 00:00:00', 450000, 'Price change'], ['2018-07-11 00:00:00', 440000, 'Price change'], ['2018-07-19 00:00:00', 425000, 'Price change'], ['2018-09-13 00:00:00', 400000, 'Price change']]",160.0,"['$400,000', '$425,000', '$440,000', '$450,000', '$475,000', '$285,000', '$309,000', '$309,000', '$309,000', '$309,000', '$309,000', '$317,000', '$319,900', '$327,500', '$327,500', '$327,500', '$329,600', '$315,000', '$315,000', '$329,900', '$339,000', '$349,000', '$359,000']","['4 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,633 Square Feet', 'Lot Size: 3,900 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6307-n-melvina-ave-chicago-il-60646--1034522,710.0,1930.0,60646.0,78555,98143.0,27177,48,"['0.3 km', '3.4 km', '31 m', '15.3 km', '0.1 km']",['19.0 km'],"['4 mins', '8 mins', '1 min', '28 mins', '1 min']",['46 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.9952944],[-87.7828222]
49,49,6850 N Dowagiac Ave,1378.0,1.0,3.0,"Chicago, IL 60646",,9.0,,"['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,378 Square Feet', 'Lot Size: 5716 sqft']",04/15/2018,5716.0,sqft,&lpar;Edgebrook&rpar;,"['Single-Family Home', '3 Beds', '1 Bath', 'Built in 1972', '379 days on Trulia', '5716 sqft lot size', '1,378 sqft', '$78/sqft', '961 views']",108000.0,,78.0,,"['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,378 Square Feet', 'Lot Size: 5,716 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6850-n-dowagiac-ave-chicago-il-60646--2104540362,961.0,1972.0,60646.0,78555,98143.0,27177,49,"['0.8 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['19.3 km'],"['10 mins', '7 mins', '4 mins', '26 mins', '1 min']",['53 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[42.004862],[-87.76678989999999]
50,50,5708 N Menard Ave,3300.0,4.0,4.0,"Chicago, IL 60646","['09/17/2018', '08/30/2018', '05/19/2018', '04/14/2018', '03/14/2018', '11/19/1999', '08/18/1999', '05/28/1998']",6.0,"['Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Sold', 'Sold']","['4 Bedrooms', '4 Bathrooms', 'Single-Family Home', '3,300 Square Feet']",09/17/2018,,,&lpar;Jefferson Park&rpar;,"['Single-Family Home', '4 Beds', '4 Baths', 'Built in 1999', '206 days on Trulia', '3,300 sqft', '$118/sqft', '161 views']",390000.0,"[['1998-05-28 00:00:00', 124000, 'Sold'], ['1999-08-18 00:00:00', 270000, 'Sold'], ['1999-11-19 00:00:00', 307000, 'Sold'], ['2018-03-14 00:00:00', 529900, 'Listed for sale'], ['2018-04-14 00:00:00', 495000, 'Price change'], ['2018-05-19 00:00:00', 470000, 'Price change'], ['2018-08-30 00:00:00', 450000, 'Price change'], ['2018-09-17 00:00:00', 390000, 'Price change']]",118.0,"['$390,000', '$450,000', '$470,000', '$495,000', '$529,900', '$307,000', '$270,000', '$124,000']","['5 Bedrooms', '4 Bathrooms', 'Single-Family Home', '3,300 Square Feet', 'Lot Size: 3,599 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5708-n-menard-ave-chicago-il-60646--2104533024,161.0,1999.0,60646.0,78555,98143.0,27177,50,"['0.4 km', '1.8 km', '31 m', '15.3 km', '0.1 km']",['17.6 km'],"['5 mins', '4 mins', '1 min', '28 mins', '1 min']",['43 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.985062],[-87.7731908]
51,51,5930 N Nagle Ave,2244.0,3.0,4.0,"Chicago, IL 60646","['07/24/2018', '06/01/2018', '05/21/2018', '10/25/2013', '07/24/2012', '05/23/2012', '04/03/2012', '03/16/2012', '02/21/2012', '03/01/1995']",8.0,"['Price change', 'Price change', 'Listed for sale', 'Sold', 'Sold', 'Posting removed', 'Price change', 'Price change', 'Listed for sale', 'Sold']","['4 Bedrooms', '3 Bathrooms', 'Single-Family Home', '2,244 Square Feet', 'Lot Size: 3781 sqft']",09/22/2018,3781.0,sqft,&lpar;Norwood Park East&rpar;,"['Single-Family Home', '4 Beds', '3 Baths', 'Built in 1923', '138 days on Trulia', '3781 sqft lot size', '2,244 sqft', '$152/sqft', '877 views']",339999.0,"[['1995-03-01 00:00:00', 151000, 'Sold'], ['2012-02-21 00:00:00', 275000, 'Listed for sale'], ['2012-03-16 00:00:00', 255000, 'Price change'], ['2012-04-03 00:00:00', 249000, 'Price change'], ['2012-05-23 00:00:00', 249000, 'Posting removed'], ['2012-07-24 00:00:00', 235000, 'Sold'], ['2013-10-25 00:00:00', 134200, 'Sold'], ['2018-05-21 00:00:00', 369900, 'Listed for sale'], ['2018-06-01 00:00:00', 357000, 'Price change'], ['2018-07-24 00:00:00', 349999, 'Price change']]",152.0,"['$349,999', '$357,000', '$369,900', '$134,200', '$235,000', '$249,000', '$249,000', '$255,000', '$275,000', '$151,000']","['4 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,544 Square Feet', 'Lot Size: 3,781 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5930-n-nagle-ave-chicago-il-60646--2104535120,877.0,1923.0,60646.0,78555,98143.0,27177,51,"['0.6 km', '3.0 km', '31 m', '15.3 km', '0.1 km']",['19.0 km'],"['7 mins', '7 mins', '1 min', '28 mins', '1 min']",['48 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.98935170000001],[-87.7876624]
52,52,5962 N McCook Ave,3121.0,3.0,4.0,"Chicago, IL 60646","['08/15/2018', '08/15/2018', '06/19/2018', '05/18/2018', '03/06/2018', '01/12/2018', '11/10/2017', '09/04/2001']",9.0,"['Price change', 'Posting removed', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Listed for sale', 'Sold']","['4 Bedrooms', '3 Bathrooms', 'Single-Family Home', '3,121 Square Feet', 'Lot Size: 5240 sqft']",09/12/2018,5240.0,sqft,&lpar;Norwood Park East&rpar;,"['Single-Family Home', '4 Beds', '3 Baths', 'Built in 1922', '109 days on Trulia', '5240 sqft lot size', '3,121 sqft', '$128/sqft', '1148 views']",399000.0,"[['2001-09-04 00:00:00', 285000, 'Sold'], ['2017-11-10 00:00:00', 449900, 'Listed for sale'], ['2018-01-12 00:00:00', 429900, 'Price change'], ['2018-03-06 00:00:00', 419900, 'Price change'], ['2018-05-18 00:00:00', 419900, 'Posting removed'], ['2018-06-19 00:00:00', 424900, 'Listed for sale'], ['2018-08-15 00:00:00', 399000, 'Price change'], ['2018-08-15 00:00:00', 424900, 'Posting removed']]",128.0,"['$399,000', '$424,900', '$424,900', '$419,900', '$419,900', '$429,900', '$449,900', '$285,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,634 Square Feet', 'Lot Size: 5,240 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5962-n-mccook-ave-chicago-il-60646--2104535367,1148.0,1922.0,60646.0,78555,98143.0,27177,52,"['1.5 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['20.0 km'],"['20 mins', '7 mins', '4 mins', '26 mins', '1 min']",['54 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[41.9922311],[-87.7606139]
53,53,6462 N Nokomis Ave,4114.0,5.0,4.0,"Chicago, IL 60646","['07/17/2018', '07/16/2018', '02/14/2018', '01/03/2018', '10/13/2017', '06/28/2010', '06/25/2010', '03/24/2010', '09/12/2009', '04/03/2009', '02/25/2009', '12/03/2008', '06/11/2008']",8.0,"['Price change', 'Posting removed', 'Posting removed', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Listed for sale']","['4 Bedrooms', '5 Bathrooms', 'Single-Family Home', '4,114 Square Feet', 'Lot Size: 4961 sqft']",07/17/2018,4961.0,sqft,&lpar;Edgebrook&rpar;,"['Single-Family Home', '4 Beds', '5 Baths', 'Built in 1988', '358 days on Trulia', '4961 sqft lot size', '4,114 sqft', '$194/sqft', '942 views']",799000.0,"[['2008-06-11 00:00:00', 1095000, 'Listed for sale'], ['2008-12-03 00:00:00', 1095000, 'Posting removed'], ['2009-02-25 00:00:00', 949000, 'Listed for sale'], ['2009-04-03 00:00:00', 895000, 'Price change'], ['2009-09-12 00:00:00', 849000, 'Price change'], ['2010-03-24 00:00:00', 799000, 'Price change'], ['2010-06-25 00:00:00', 799000, 'Posting removed'], ['2010-06-28 00:00:00', 720000, 'Sold'], ['2017-10-13 00:00:00', 849000, 'Listed for sale'], ['2018-01-03 00:00:00', 849900, 'Price change'], ['2018-02-14 00:00:00', 849900, 'Posting removed'], ['2018-07-16 00:00:00', 849900, 'Posting removed'], ['2018-07-17 00:00:00', 799000, 'Price change']]",194.0,"['$799,000', '$849,900', '$849,900', '$849,900', '$849,000', '$720,000', '$799,000', '$799,000', '$849,000', '$895,000', '$949,000', '$1,095,000', '$1,095,000']","['4 Bedrooms', '4.5 Bathrooms', 'Single-Family Home', '3,120 Square Feet', 'Lot Size: 4,960 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6462-n-nokomis-ave-chicago-il-60646--2104539346,942.0,1988.0,60646.0,78555,98143.0,27177,53,"['0.7 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['19.2 km'],"['9 mins', '7 mins', '4 mins', '26 mins', '1 min']",['52 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[41.9988879],[-87.7580231]
